"date","group","mean","max","min","sd","cv","n","method","category","site","length"
2003-02-15,NA,10.4516666666667,12.69,9.84,0.77879157163951,7.45136250970668,48,"ybfmp_logger","data","shw_harbor",NA
2003-02-16,NA,8.33133333333333,10.2,6.54,1.44163531482563,17.3037766843117,15,"ybfmp_logger","data","shw_harbor",NA
2003-02-17,NA,10.56,10.56,10.56,0,0,12,"ybfmp_logger","data","shw_harbor",NA
2003-02-18,NA,10.6365957446809,10.92,10.56,0.148927712195412,1.40014451775971,47,"ybfmp_logger","data","shw_harbor",NA
2003-02-19,NA,10.53,10.56,10.2,0.100551669791567,0.954906645693897,48,"ybfmp_logger","data","shw_harbor",NA
2003-02-20,NA,10.365,10.56,10.2,0.18127210063351,1.74888664383512,48,"ybfmp_logger","data","shw_harbor",NA
2003-02-21,NA,10.455,10.92,10.2,0.245833363385021,2.35134733032062,48,"ybfmp_logger","data","shw_harbor",NA
2003-02-22,NA,10.5525,10.92,10.2,0.282680934338165,2.67880534790964,48,"ybfmp_logger","data","shw_harbor",NA
2003-02-23,NA,10.7775,10.92,10.56,0.177913438192177,1.65078578698378,48,"ybfmp_logger","data","shw_harbor",NA
2003-02-24,NA,11.0147916666667,11.27,10.92,0.15718250110137,1.42701292823396,48,"ybfmp_logger","data","shw_harbor",NA
2003-02-25,NA,11.0804166666667,11.27,10.92,0.1762367645048,1.59052470504088,48,"ybfmp_logger","data","shw_harbor",NA
2003-02-26,NA,11.0220833333333,11.27,10.92,0.160768875114786,1.45860696433481,48,"ybfmp_logger","data","shw_harbor",NA
2003-02-27,NA,10.92,10.92,10.92,0,0,48,"ybfmp_logger","data","shw_harbor",NA
2003-02-28,NA,10.92625,11.27,10.56,0.17142239730523,1.56890421970237,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-01,NA,11.0583333333333,11.27,10.56,0.187994265794548,1.70002350379395,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-02,NA,11.2502083333333,11.63,10.92,0.247097961307392,2.19638564892406,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-03,NA,11.36,11.63,11.27,0.157534190817727,1.38674463747999,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-04,NA,11.435,11.63,11.27,0.18127210063351,1.58523918350249,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-05,NA,11.538125,11.98,11.27,0.269709506849697,2.3375505712557,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-06,NA,11.715,12.34,11.27,0.391820627654185,3.34460629666398,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-07,NA,12.0066666666667,12.34,11.63,0.338854976406516,2.82222356807204,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-08,NA,12.3283333333333,12.69,11.98,0.331504201272009,2.6889620219441,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-09,NA,12.6722916666667,13.05,12.34,0.338785311943497,2.67343366815524,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-10,NA,13.090625,13.76,12.69,0.42593779512876,3.25376210172363,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-11,NA,13.499375,14.11,13.05,0.370786434200651,2.74669334099283,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-12,NA,14.06625,14.46,13.76,0.327892204653207,2.33105628474687,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-13,NA,14.285,14.46,14.11,0.17685190342397,1.23802522522905,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-14,NA,14.2485416666667,14.46,14.11,0.172971398242395,1.21395860916102,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-15,NA,14.3360416666667,14.81,14.11,0.244729460558488,1.70709228006444,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-16,NA,13.7560416666667,14.46,13.4,0.342833869471407,2.49224215642029,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-17,NA,13.0104166666667,13.4,12.69,0.256564523287865,1.97199313335749,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-18,NA,12.5782978723404,12.69,12.34,0.164915250289303,1.31110943597504,47,"ybfmp_logger","data","shw_harbor",NA
2003-03-19,NA,12.515,12.69,12.34,0.176851903423969,1.41311948401094,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-20,NA,12.701875,13.05,12.34,0.339490583644052,2.67275960158679,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-21,NA,13.3152083333333,13.76,12.69,0.384768455287589,2.88969158916093,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-22,NA,13.7354166666667,14.11,13.4,0.247575119340195,1.80245802037454,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-23,NA,14.088125,14.46,13.76,0.25430469452917,1.8050996461855,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-24,NA,14.2558333333333,14.46,14.11,0.174378328408205,1.22320683983075,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-25,NA,14.438125,14.81,14.11,0.309753891669266,2.14538862677298,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-26,NA,14.7225,15.16,14.46,0.302032124541942,2.05150025160089,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-27,NA,14.8027083333333,15.16,14.46,0.197589081265795,1.33481709438844,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-28,NA,14.59125,14.81,14.46,0.171236119176528,1.17355345961812,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-29,NA,14.4089583333333,14.81,14.11,0.228195880613735,1.58370838012511,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-30,NA,14.5985416666667,15.16,14.11,0.460831762274008,3.15669724275432,48,"ybfmp_logger","data","shw_harbor",NA
2003-03-31,NA,15.2475,15.51,14.81,0.265277855135953,1.73981213402822,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-01,NA,15.2475,15.51,15.16,0.153158241072789,1.00448100392057,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-02,NA,14.9777083333333,15.16,14.81,0.176698319458026,1.17974202411713,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-03,NA,14.613125,15.16,14.46,0.189738411750539,1.29841092682461,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-04,NA,14.0079166666667,14.46,13.76,0.190452521959063,1.35960633184137,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-05,NA,13.431875,13.76,13.05,0.241384801386552,1.7971042865315,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-06,NA,13.4269565217391,14.11,13.05,0.404721410713412,3.01424533592659,46,"ybfmp_logger","data","shw_harbor",NA
2003-04-07,NA,13.8733333333333,14.46,13.4,0.414422609531358,2.98718843967822,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-08,NA,14.481875,15.16,13.76,0.542247710725674,3.74431978404505,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-09,NA,15.20375,15.86,14.46,0.50860938905834,3.34528908366909,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-10,NA,15.488125,15.86,15.16,0.274037241218174,1.76933774241992,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-11,NA,15.6485416666667,16.21,15.16,0.437624095875422,2.79658069868335,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-12,NA,15.6485416666667,15.86,15.16,0.187434976904994,1.19777919820001,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-13,NA,14.8464583333333,15.16,14.46,0.148660538387828,1.00131987744211,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-14,NA,14.24125,14.46,14.11,0.171236119176529,1.20239528957451,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-15,NA,14.0370833333333,14.11,13.76,0.14364492768012,1.02332460575347,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-16,NA,13.46,13.76,13.4,0.135583843887847,1.00730938995429,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-17,NA,13.6454166666667,14.11,13.4,0.28564192979452,2.09331775476151,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-18,NA,14.0954166666667,14.46,13.76,0.33053121868414,2.34495528937284,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-19,NA,14.8245833333333,15.51,14.46,0.388526722612997,2.6208272696568,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-20,NA,15.02875,15.51,14.81,0.223993018508224,1.49043013230125,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-21,NA,14.9995833333333,15.51,14.81,0.190452521959063,1.26971874969235,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-22,NA,15.1308333333333,15.51,14.81,0.313326920109409,2.07078429328243,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-23,NA,15.16,15.51,14.81,0.260318953299233,1.71714349141974,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-24,NA,14.7079166666667,15.16,14.46,0.1762367645048,1.19824424151257,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-25,NA,14.2485416666667,14.46,13.76,0.236607130909369,1.66057086012453,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-26,NA,13.5947916666667,14.11,13.4,0.195328306098017,1.43678778525857,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-27,NA,12.816875,13.4,12.69,0.214636320318813,1.67463847715464,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-28,NA,12.8475,13.05,12.69,0.180478088491462,1.40477204507852,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-29,NA,13.0470833333333,13.4,12.69,0.274016293453536,2.10021110812917,48,"ybfmp_logger","data","shw_harbor",NA
2003-04-30,NA,13.035,13.05,12.69,0.0726987371484454,0.557719502481361,48,"ybfmp_logger","data","shw_harbor",NA
2003-05-01,NA,13.159375,13.4,13.05,0.163946102326603,1.24585021953249,48,"ybfmp_logger","data","shw_harbor",NA
2003-05-02,NA,13.005,13.05,12.69,0.120318725660975,0.925172823229334,48,"ybfmp_logger","data","shw_harbor",NA
2003-05-03,NA,13.3670833333333,13.76,13.05,0.321108176465358,2.4022306770888,48,"ybfmp_logger","data","shw_harbor",NA
2003-05-04,NA,13.61,13.76,13.4,0.179360566362725,1.31785868010819,48,"ybfmp_logger","data","shw_harbor",NA
2003-05-05,NA,13.956875,14.46,13.76,0.203010913132924,1.45455851064744,48,"ybfmp_logger","data","shw_harbor",NA
2003-05-06,NA,14.41625,14.81,14.11,0.155270868333991,1.07705449290898,48,"ybfmp_logger","data","shw_harbor",NA
2003-05-07,NA,14.7297916666667,14.81,14.46,0.148660538387828,1.00925078746527,48,"ybfmp_logger","data","shw_harbor",NA
2003-05-08,NA,14.5402083333333,14.81,14.46,0.148660538387828,1.02240996125911,48,"ybfmp_logger","data","shw_harbor",NA
2003-05-09,NA,14.219375,14.46,14.11,0.163946102326604,1.15297685254524,48,"ybfmp_logger","data","shw_harbor",NA
2003-05-10,10,14.8644424860493,15.7666408090257,14.1800952076811,NA,NA,NA,"lm_rv","Over7",NA,243
2003-05-11,10,15.2341771343193,16.0646061418453,14.7653334214136,NA,NA,NA,"lm_rv","Over7",NA,243
2003-05-12,10,15.6819668750019,16.5612150298779,15.2530319328573,NA,NA,NA,"lm_rv","Over7",NA,243
2003-05-13,10,16.133864778443,16.8591803626975,15.5456510397235,NA,NA,NA,"lm_rv","Over7",NA,243
2003-05-14,10,16.4789504501617,16.958502140304,16.0333495511673,NA,NA,NA,"lm_rv","Over7",NA,243
2003-05-15,10,16.8979830515343,17.3557892507302,16.521048062611,NA,NA,NA,"lm_rv","Over7",NA,243
2003-05-16,10,17.3416646294583,17.9517199163693,16.911206871766,NA,NA,NA,"lm_rv","Over7",NA,243
2003-05-17,10,17.5100993025591,17.8523981387628,17.3013656809209,NA,NA,NA,"lm_rv","Over7",NA,243
2003-05-18,10,17.2307442349773,17.6537545835497,17.0087465740547,NA,NA,NA,"lm_rv","Over7",NA,243
2003-05-19,10,17.1198238404963,17.6537545835497,16.8136671694772,NA,NA,NA,"lm_rv","Over7",NA,243
2003-05-20,10,17.3252319784241,17.9517199163693,16.7161274671885,NA,NA,NA,"lm_rv","Over7",NA,243
2003-05-21,10,17.4731258377321,18.2496852491889,16.8136671694772,NA,NA,NA,"lm_rv","Over7",NA,243
2003-05-22,10,17.7853462073823,18.646972359615,17.3013656809209,NA,NA,NA,"lm_rv","Over7",NA,243
2003-05-23,10,18.2906502266847,19.1435812476476,17.6915244900759,NA,NA,NA,"lm_rv","Over7",NA,243
2003-05-24,10,18.3604889935801,18.7462941372215,18.0816832992309,NA,NA,NA,"lm_rv","Over7",NA,243
2003-05-25,10,18.3728134818558,18.7462941372215,18.0816832992309,NA,NA,NA,"lm_rv","Over7",NA,243
2003-05-26,10,18.7055746652988,19.1435812476476,18.3743024060971,NA,NA,NA,"lm_rv","Over7",NA,243
2003-05-27,10,19.0506603370174,19.6401901356803,18.6669215129634,NA,NA,NA,"lm_rv","Over7",NA,243
2003-05-28,10,19.3710970321848,19.9381554684999,18.9595406198296,NA,NA,NA,"lm_rv","Over7",NA,243
2003-05-29,10,19.6216949604567,19.8388336908933,19.3496994289846,NA,NA,NA,"lm_rv","Over7",NA,243
2003-05-30,10,19.4491521245974,19.7395119132868,19.2521597266958,NA,NA,NA,"lm_rv","Over7",NA,243
2003-05-31,10,19.4655847756316,19.8388336908933,19.2521597266958,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-01,10,19.559536671762,19.9381554684999,19.3496994289846,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-02,10,19.7161827039034,20.335442578926,19.4472391312733,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-03,10,19.8517520749358,20.335442578926,19.4472391312733,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-04,10,19.5313153797684,19.8388336908933,19.0570803221183,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-05,10,19.3012582652894,19.6401901356803,18.9595406198296,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-06,10,19.2930419397723,19.5408683580738,18.9595406198296,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-07,10,19.276609288738,19.5408683580738,19.1546200244071,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-08,10,19.2930419397723,19.7395119132868,19.0570803221183,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-09,10,19.2930419397723,19.5408683580738,19.0570803221183,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-10,10,19.1040664528787,19.3422248028607,18.8620009175408,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-11,10,19.0835256390859,19.5408683580738,18.8620009175408,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-12,10,18.9684970818464,19.5408683580738,18.6669215129634,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-13,10,18.8493603618483,19.1435812476476,18.5693818106746,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-14,10,18.8206032225383,19.1435812476476,18.4718421083859,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-15,10,19.0260113604661,19.5408683580738,18.7644612152521,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-16,10,19.5381027791086,20.0374772461064,19.0570803221183,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-17,10,19.9708887949339,20.335442578926,19.5447788335621,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-18,10,20.0996707666261,20.4347643565325,19.8373979404283,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-19,10,20.1968377466544,20.534086134139,19.934937642717,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-20,10,20.1886214211374,20.4347643565325,19.934937642717,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-21,10,20.2214867232058,20.534086134139,20.0324773450058,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-22,10,20.2790010018256,20.6334079117456,19.934937642717,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-23,10,20.1680806073446,20.6334079117456,19.934937642717,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-24,10,20.2625683507914,20.7327296893521,19.934937642717,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-25,10,20.7719805328523,21.8252692430239,20.2275567495833,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-26,10,21.4868008528409,22.6198434638761,20.8127949633157,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-27,10,21.901725291455,22.8184870190892,21.2029537724707,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-28,10,22.1153497548999,22.5205216862696,21.6906522839144,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-29,10,22.1564313824854,22.5205216862696,21.7881919862032,NA,NA,NA,"lm_rv","Over7",NA,243
2003-06-30,10,21.975672221109,22.3218781310565,21.5931125816257,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-01,10,21.8524273383524,22.1232345758435,21.4955728793369,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-02,10,21.7086416418029,22.0239127982369,21.3980331770482,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-03,10,21.458043713531,21.7259474654174,21.2029537724707,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-04,10,21.3265825052573,21.6266256878108,21.105414070182,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-05,10,21.3389069935329,21.5273039102043,21.105414070182,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-06,10,21.0842009025024,21.4279821325978,20.9103346656045,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-07,10,20.7719805328523,21.0306950221717,20.5201758564495,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-08,10,20.533707092856,20.9313732445651,20.2275567495833,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-09,10,20.755547881818,21.3286603549912,20.4226361541608,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-10,10,20.8582519507819,21.2293385773847,20.5201758564495,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-11,10,21.0020376473314,21.5273039102043,20.6177155587382,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-12,10,21.1704723204321,21.6266256878108,20.8127949633157,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-13,10,21.3347988307744,21.8252692430239,21.0078743678932,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-14,10,21.7250742928371,22.5205216862696,21.3004934747595,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-15,10,21.9879967093847,22.3218781310565,21.7881919862032,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-16,10,21.9515590918741,22.3218781310565,21.6906522839144,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-17,10,22.1276742431756,22.7191652414826,21.7881919862032,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-18,10,22.337190543862,22.7191652414826,22.0808110930694,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-19,10,22.3618395204133,22.6198434638761,22.1783507953582,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-20,10,22.5631394955824,23.0171305743022,22.2758904976469,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-21,10,22.6863843783391,22.9178087966957,22.4709699022244,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-22,10,22.5097333797213,22.8184870190892,22.2758904976469,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-23,10,22.3166497300691,22.6198434638761,22.1783507953582,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-24,10,22.1112415921414,22.421199908663,21.6906522839144,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-25,10,21.8729681521451,22.22255635345,21.3980331770482,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-26,10,21.642911037666,22.0239127982369,21.2029537724707,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-27,10,21.6716681769759,22.0239127982369,21.3004934747595,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-28,10,21.6839926652516,22.1232345758435,21.3004934747595,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-29,10,21.7086416418029,22.0239127982369,21.3980331770482,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-30,10,21.6018294100804,21.9245910206304,21.3980331770482,NA,NA,NA,"lm_rv","Over7",NA,243
2003-07-31,10,21.4087457604284,21.6266256878108,21.2029537724707,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-01,10,21.458043713531,21.8252692430239,21.3004934747595,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-02,10,21.3799886211184,21.6266256878108,21.2029537724707,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-03,10,21.1334988556051,21.3286603549912,20.9103346656045,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-04,10,20.8705764390576,21.2293385773847,20.6177155587382,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-05,10,20.7103580914739,20.9313732445651,20.5201758564495,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-06,10,20.6435070793119,20.9313732445651,20.4226361541608,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-07,10,20.4885173025119,20.8320514669586,20.2275567495833,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-08,10,20.4310030238921,20.8320514669586,20.0324773450058,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-09,10,20.4186785356164,20.7327296893521,20.0324773450058,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-10,10,20.4474356749264,20.8320514669586,20.1300170472945,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-11,10,20.5460315811317,20.9313732445651,20.2275567495833,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-12,10,20.7103580914739,21.2293385773847,20.4226361541608,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-13,10,21.051335600434,21.8252692430239,20.715255261027,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-14,10,21.1129580418124,21.4279821325978,20.8127949633157,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-15,10,21.0636600887097,21.4279821325978,20.8127949633157,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-16,10,21.2690682266374,21.9245910206304,20.9103346656045,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-17,10,21.605937572839,22.421199908663,21.3004934747595,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-18,10,21.7086416418029,22.0239127982369,21.4955728793369,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-19,10,21.5525314569778,21.8252692430239,21.3004934747595,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-20,10,21.4333947369797,21.9245910206304,21.0078743678932,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-21,10,21.3183661797401,21.5273039102043,21.0078743678932,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-22,10,20.9650641825044,21.3286603549912,20.6177155587382,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-23,10,20.9732805080214,21.4279821325978,20.5201758564495,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-24,10,21.2855008776717,22.0239127982369,20.8127949633157,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-25,10,21.642911037666,22.1232345758435,21.2029537724707,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-26,10,21.8195620362839,22.1232345758435,21.4955728793369,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-27,10,21.790804896974,22.1232345758435,21.4955728793369,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-28,10,21.5648559452534,21.9245910206304,21.2029537724707,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-29,10,21.34712331905,21.7259474654174,21.0078743678932,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-30,10,21.3347988307744,21.7259474654174,21.105414070182,NA,NA,NA,"lm_rv","Over7",NA,243
2003-08-31,10,21.384096783877,21.8252692430239,21.105414070182,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-01,10,21.6511273631831,22.3218781310565,21.3004934747595,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-02,10,21.8935089659379,22.421199908663,21.6906522839144,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-03,10,21.9215516421594,22.22255635345,21.6906522839144,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-04,10,21.7127498045614,22.0239127982369,21.3980331770482,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-05,10,21.398564661418,21.6266256878108,21.105414070182,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-06,10,21.0924172280196,21.4279821325978,20.715255261027,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-07,10,20.8623601135404,21.1300167997782,20.4226361541608,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-08,10,20.7226825797496,21.1300167997782,20.2275567495833,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-09,10,20.3611642569967,20.8320514669586,19.934937642717,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-10,10,20.1845132583788,20.534086134139,19.8373979404283,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-11,10,20.3077581411354,20.7327296893521,20.0324773450058,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-12,10,20.5994376969929,21.0306950221717,20.325096451872,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-13,10,20.7144662542324,21.0306950221717,20.5201758564495,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-14,10,20.7843050211279,21.1300167997782,20.5201758564495,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-15,10,20.5624642321659,20.8320514669586,20.4226361541608,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-16,10,20.1886214211374,20.4347643565325,20.0324773450058,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-17,10,19.8188867728674,20.1367990237129,19.6423185358508,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-18,10,19.757264331489,20.1367990237129,19.4472391312733,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-19,10,19.9198302006491,20.4347643565325,19.5447788335621,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-20,10,20.1217170562124,20.6334079117456,19.8373979404283,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-21,10,20.3570560942381,20.8320514669586,20.0324773450058,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-22,10,20.5788968832001,20.9313732445651,20.325096451872,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-23,10,20.6487356500956,20.9313732445651,20.4226361541608,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-24,10,20.2954336528598,20.6334079117456,19.934937642717,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-25,10,19.8353194239016,20.1367990237129,19.5447788335621,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-26,10,19.5970459839054,19.8388336908933,19.3496994289846,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-27,10,19.5189908914928,19.8388336908933,19.3496994289846,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-28,10,19.4696929383901,19.8388336908933,19.2521597266958,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-29,10,19.3752051949434,19.6401901356803,19.1546200244071,NA,NA,NA,"lm_rv","Over7",NA,243
2003-09-30,10,19.3834215204604,19.9381554684999,19.1546200244071,NA,NA,NA,"lm_rv","Over7",NA,243
2003-10-01,10,19.2437439866696,19.5408683580738,19.0570803221183,NA,NA,NA,"lm_rv","Over7",NA,243
2003-10-02,10,18.9849297328806,19.2429030252542,18.7644612152521,NA,NA,NA,"lm_rv","Over7",NA,243
2003-10-03,10,18.8041705715041,19.0442594700411,18.5693818106746,NA,NA,NA,"lm_rv","Over7",NA,243
2003-10-04,10,18.7507644556429,18.9449376924346,18.5693818106746,NA,NA,NA,"lm_rv","Over7",NA,243
